epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
0,0.6657917499542236,0.16808174550533295,0.6240877509117126,1e-04,0.28348463773727417,0.6845370531082153,0.8407423496246338,0.11840856820344925,0.5521243810653687,0.07544204592704773,0.00015358660311903805
