epoch,acc,iou,loss,lr,precision_4,recall_4,val_acc,val_iou,val_loss,val_precision_4,val_recall_4
0,0.8284873962402344,0.17501142621040344,0.4266916513442993,1e-04,0.455990195274353,0.30566689372062683,0.8410404324531555,0.1115996465086937,0.5005249381065369,0.0,0.0
